rootId:ID,root,transliteration,:LABEL,descriptionTr,descriptionEn,translationTr,translationEn
825,"مكن","mkn","Root","To give or assign someone a place, to establish or settle in an abode, to enable or empower someone to do a thing.","","sağlam","firm"
826,"درر","drr","Root","To flow copiously, plentifully, give much, shine. durriyan - glittering, shining, brilliant. midraaran - abundant rain.","","bol bol","brilliant"
827,"نشا","n$A","Root","lived, arose, become elevated/high, grow up, create/produce/originate, it happened/occurred, raise, to found/build, began, specifically discussing 73:6","","yaratan","produced"
828,"قرطس","qrTs","Root","to shoot, take aim, hit the mark, perish. qirtas (pl. qaratis) - parchment, what one writes upon, sheet of paper, scroll of paper, writing, book, skin used as target.","","kağıt üzerine yazılı","a parchment"
829,"حيق","Hyq","Root","To recoil, surround and take hold of, hem in, compass about, come down, overwhelm, enfold, be unavoidable, beset a person or thing (only used in relation to evil), befall someone, cleave to someone and become his due, to envy and hate someone, vehement.","","dolanmaz","encompasses"
830,"فطر","fTr","Root","to create out of nothing, cleave/split/crack/break, be broken into pieces, cleave asunder, begin to create. fitrat - natural disposition or constitution with which a child is created. The faculty of knowing God and capability of accepting the religion of truth, religion. fatir -creator, one of the names of Allah. futur - crack/flaw. munfatirun - split one, cloven one, one rent asunder.","","yaratan","flaw"
831,"كشف","k$f","Root","To pull away, remove, take off, open up, lay open lay base, uncover.","","kaldır","Remove"
832,"قهر","qhr","Root","to oppress, compel against one's wishes, subdue, overcome, become superior in power or force, overbear, get mastery over, constrain, treat harshly, thwart. qahir - master, victorious, one who subdues.","","ezme","oppress"
833,"وقر","wqr","Root","to be heavy (in ear), deaf, heaviness in the ear, be gentle, gracious, respected.","","ağır","a load"
834,"سطر","sTr","Root","","","zorlayıcı","tales"
835,"ناي","nAy","Root","to remove, be remote, turn away, keep anyone aloof, avert, retire, turn back, to distance (e.g. oneself), recoil.","","döner","and they keep away"
836,"وقف","wqf","Root","to stand, make someone to stand.","","durdurulmuş","And stop them"
837,"سوع","swE","Root","","","Sa'at","Suwa"
838,"بغت","bgt","Root","","","ansızın","suddenly"
839,"فرط","frT","Root","to precede, neglect, remiss, omit, excess, forsake, act hastily or unjustly, fall short, exceed bounds, be extravagant/excessive, injustice, outstrip others. mufratun - to be sent in advance and abandoned and left.","","aşırılık","fail"
840,"وزر","wzr","Root","to carry a burden, bear a load, perpetrate (a crime).","","vezir","bears"
841,"لهو","lhw","Root","become diverted from it as to forget it, To preoccupy, beguile, distract, sport/play/amusement, divert, diversion, forget, delight/cheer, turn away, what is thrown, unmindful/careless.","","boş","a sport"
842,"جحد","jHd","Root","To deny or disacknowledge a thing, to be niggardly or avaricious, poor or possess little good, dissipated or dispersed, little in quantity, scanty.","","inkara","deny"
843,"ضرع","DrE","Root","to humiliate, abase, object, humble, lower one's self, humility/submissiveness. Dry, bitter, thorny herbage.","","yalvararak","humbly"
844,"بلس","bls","Root","despair, give up hope, become broken (in spirit), mournful, become silent/confounded/perplexed unable to see right way or course, repent/grieve.","","susarlar","(will) despair"
845,"صدف","Sdf","Root","to turn away, shun aside, hinder, prevent, bar, prohibit. sadaf - barrier, obstacle, obstruction, hindrance, restriction, prevention, interruption, limitation, prohibition, check, steep side of a mountain.","","iki dağın","turn away"
846,"خزن","xzn","Root","Reposit/store/preserve/guard something in a thing or property, conceal or withhold a thing from someone, become rich/suffcient after poverty, take the nearest of a thing.","","depolayan","its keepers"
847,"طرد","Trd","Root","to drive away, send away, get somebody out, drive out, drive away, one who drives away, expel/banish, charge upon, assault/attack, hunt/pursue.","","kovma","send away"
848,"سقط","sqT","Root","","","düşmez","falls"
849,"ورق","wrq","Root","to put forth leaves. waraqun is both sing. and pl. and is substantive noun from the verb waraqa. auraaq al-rajulu - the man became rich. warqun - leaves, foliage, sheet of paper, prime and freshness of a thing, young lads of a community, beauty of a thing.","","yaprak","any leaf"
850,"رطب","rTb","Root","to be fresh and ripe, moist/succulent/juicy, supple, soft/tender (to chew), fresh ripe dates.","","yaş","moist"
851,"يبس","ybs","Root","withered, dry, became stiff/rigid/tough/firm/hard, resisting pressure.","","kuru","dry"
852,"كرب","krb","Root","To grieve, afflict, overburden, distress, twist a rope, tighten, near or close.","","sıkıntı-","distress"
853,"شيع","$yE","Root","become spread/published/known/revealed/apparent, scattered/dispersed, conforming/agreeing with another, befriend/friendly, went along together, like/similar, follower/assistant/friend/comrade/sharer/partner, separate/distinct party/sect, way of doctrine/system/practice.","","milletten","sect"
854,"بسل","bsl","Root","act of preventing/hindering/withholding/debarring/forbidding/prohibiting, become odious/hideous/unseemly in aspect, altered/corrupted, consign to destruction/punishment/disgrace, gave him up, being beaten, dislike, frowning.","","helake gider","are given to destruction"
855,"حمم","Hmm","Root","To heat, become hot or very hot, melt, to be affected with fever, boiling (e.g. water). To be loyal and show affection to a companion/friend/ or object of love or passion, anxiously love or have affection for someone, Loyal/close friend/relative. yahmowm - black mountain, intensely black smoke, name of the canopy shadowing above Hell.","","dost","close"
856,"حير","Hyr","Root","To be astonished, bewildered, dazzled, perplexed/confounded, to err or lose one's way, to be collected (said of water), to stay, go round about, go to an fro or fluctuate, transmit food to the stomach, (said of a cloud) to continue without motion, pour forth its rain, not be driven by the wind, become full of something, to flow through, to fill or occupy.","","şaşkın bir halde","confused"
857,"صنم","Snm","Root","to be offensive (smell), become strong. sanama - to shape out idols for worship. sanam (pl. asnaam) - idol, everything that is worshipped other than Al-laah.","","putlara","idols"
858,"كوكب","kwkb","Root","To shine, glisten.","","yıldız","stars"
859,"افل","Afl","Root","absent/hidden/concealed/set.","","batanları","it set"
860,"قمر","qmr","Root","to be white. qamarun - moon (especially from the 3rd to 26th night).","","ay","the moon"
861,"بزغ","bzg","Root","rise or come forth (normally applied to the sun/moon), flow/spread.","","doğarken","rising"
862,"قدو","qdw","Root","to draw near, be agreeable and palatable in taste and smell. iqtada (vb. 8) - to imitate, copy, follow agreeably.","","uy","you follow"
863,"غمر","gmr","Root","much in quantity, abundant, copious, to overflow, ignorant, immerged, plunged, intensely, inexperienced, unintelligent, drowning, overwhelming ignorance, confused mass of anything, flood of water, distress, bewilderment, perplexity.","","gaflet","flood"
864,"فرد","frd","Root","to be alone, separated, single, sole, simple, uncompound, secede, isolate, busy oneself soley about a thing, seclude oneself from the world, without companions/offspring.","","tek başıma","alone"
865,"فلق","flq","Root","it became split/cleft/cloven/cracked, divided it lengthwise, fissure, longitudinal division, daybreak/dawn, uttered/performed what was admirable/wonderful, to strive/exert, become big/bulky/fat/plump, whole creation, all beings/things that are created, a piece/fragment broken off, the cleaver.","","yaran","So it parted"
866,"نوي","nwy","Root","to intend, propose, design, resolve scheme, aim, date-stone.","","ve çekirdeği","and the date-seed"
867,"نجم","njm","Root","to appear/rise/begin, accomplish, ensue, proceed.","","yıldızlar","the stars"
868,"ودع","wdE","Root","to leave/depart/forsake/overlook/disregard, place/deposit.","","ve aldırma","and disregard"
869,"خضر","xDr","Root","To render or do the forbidden, blessed with means of subsistence, to die in youth, take up a load or burden, green, to become green in color (9th verb form), to be cut or cut off (like as dying young or fruit that is picked before it is ripe), fresh or pleasant, having much verdure.","","yeşil","green"
870,"قنو","qnw","Root","to get, acquire, appropriate a thing, create. qinwan - bunches or clusters of dates.","","sarkan","clusters of dates"
871,"زيت","zyt","Root","oil, olive-oil, olive-tree.","","zeytin","its oil"
872,"رمن","rmn","Root","pomegranates.","","ve nar","and pomegranates"
873,"ينع","ynE","Root","to be ripe, reach maturity.","","ve olgunlaştığı","and its ripening"
874,"خرق","xrq","Root","To pierce/bore/perforate, make a hole in something, to rend/slit/tear, feign or forge, be confounded or perplexed [so as to be unable to move], be ignorant of a thing, pass through/over/across, traverse, rough/ungentle/awkward/unskilled, unsound or deficient in intellect or understanding, to be liberal/bountiful/generous, be of generous disposition/largely beneficent, be denied gain of good or prosperity.","","yırtamazsın","tear"
